    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-1170,Mar,East Zone,Broadband,Billing Error,High,In Progress,15.08,69.96,2.9
    TKT-1171,May,South Zone,Landline,Installation Delay,High,Resolved,16.57,68.64,2.57
    TKT-1172,Feb,South Zone,Broadband,Dropped Calls,Low,In Progress,8.89,54.32,3.27
    TKT-1173,May,West Zone,Broadband,Billing Error,Medium,In Progress,19.9,67.82,2.72
    TKT-1174,Nov,South Zone,Mobile,Dropped Calls,Medium,In Progress,19.19,75.68,2.4
    TKT-1175,Mar,North Zone,TV,Installation Delay,Low,Escalated,6.58,25.81,4.07
    TKT-1176,May,Central Zone,TV,Dropped Calls,High,SLA Breached,18.55,34.1,4.11
    TKT-1177,Jun,Central Zone,Mobile,Dropped Calls,High,In Progress,16.79,49.91,3.34
    TKT-1178,Feb,Central Zone,Broadband,Installation Delay,Low,SLA Breached,13.32,32.31,3.58
    TKT-1179,Jul,South Zone,Broadband,Slow Internet,Low,SLA Breached,17.17,28.81,3.02
    TKT-1180,Nov,West Zone,Broadband,Installation Delay,High,SLA Breached,17.5,44.9,3.52
    TKT-1181,Sep,Central Zone,Broadband,Service Outage,Low,Resolved,20.0,72.17,2.36
    TKT-1182,Dec,North Zone,Landline,Slow Internet,Medium,Escalated,6.7,24.52,3.99
    TKT-1183,Apr,North Zone,TV,Installation Delay,Low,In Progress,10.82,29.36,3.85
    TKT-1184,Aug,East Zone,Mobile,Dropped Calls,High,SLA Breached,14.94,67.57,3.56
    TKT-1185,Dec,West Zone,Landline,Dropped Calls,High,SLA Breached,6.35,46.65,3.63
    TKT-1186,Nov,West Zone,Mobile,No Signal,High,SLA Breached,17.11,45.46,3.18
    TKT-1187,Jun,South Zone,TV,Dropped Calls,High,In Progress,10.35,61.97,3.52
    TKT-1188,Feb,West Zone,Mobile,No Signal,High,SLA Breached,19.71,47.22,2.89
    TKT-1189,Jul,East Zone,Landline,Installation Delay,Low,SLA Breached,9.77,28.07,4.25
    TKT-1190,Apr,West Zone,Landline,Installation Delay,Low,In Progress,6.96,32.42,3.7
    TKT-1191,Mar,East Zone,Broadband,Dropped Calls,High,Resolved,7.99,47.38,3.93
    TKT-1192,Nov,West Zone,TV,Service Outage,Low,Resolved,5.8,42.95,4.01
    TKT-1193,Oct,Central Zone,Landline,Service Outage,High,In Progress,19.77,45.26,3.5
    TKT-1194,Aug,North Zone,TV,No Signal,Low,Resolved,19.17,36.25,3.72
    TKT-1195,Sep,South Zone,TV,Slow Internet,High,Escalated,15.28,63.22,2.53
    TKT-1196,May,Central Zone,TV,No Signal,Low,SLA Breached,19.46,34.24,3.3
    TKT-1197,Dec,South Zone,Landline,Billing Error,High,SLA Breached,18.1,63.35,2.97
    TKT-1198,May,Central Zone,Mobile,Dropped Calls,High,SLA Breached,18.92,75.53,2.99
    TKT-1199,Nov,West Zone,Broadband,Dropped Calls,High,In Progress,19.01,33.33,3.47
    TKT-1200,May,Central Zone,Mobile,No Signal,High,SLA Breached,10.0,41.33,3.79
    TKT-1201,Jan,North Zone,Broadband,No Signal,Low,Escalated,14.13,70.48,2.74
    TKT-1202,Jun,Central Zone,Broadband,Dropped Calls,Medium,SLA Breached,9.32,28.6,3.73
    TKT-1203,Feb,East Zone,Landline,Installation Delay,Low,Resolved,7.23,37.93,4.52
    TKT-1204,May,Central Zone,TV,Billing Error,Medium,Escalated,7.35,38.67,4.02
    TKT-1205,Oct,South Zone,Landline,Slow Internet,Low,SLA Breached,10.88,51.98,4.02
    TKT-1206,May,North Zone,Mobile,Billing Error,High,In Progress,18.31,51.85,3.73
    TKT-1207,Dec,North Zone,Landline,Billing Error,High,In Progress,17.06,60.02,3.05
    TKT-1208,Apr,West Zone,Broadband,Billing Error,Low,Resolved,6.37,48.78,4.62
    TKT-1209,May,South Zone,Landline,Installation Delay,Low,SLA Breached,16.58,67.99,2.79
    TKT-1210,Nov,East Zone,TV,Dropped Calls,Medium,SLA Breached,18.5,50.91,3.13
    TKT-1211,Sep,West Zone,Landline,Slow Internet,Medium,In Progress,9.3,32.73,4.28
    TKT-1212,May,North Zone,Landline,Billing Error,Medium,In Progress,16.53,70.78,2.84
    TKT-1213,Jan,North Zone,TV,Installation Delay,High,Resolved,12.7,56.24,3.18
    TKT-1214,Nov,Central Zone,TV,No Signal,High,Resolved,10.22,46.25,3.78
    TKT-1215,Mar,South Zone,Broadband,Installation Delay,Low,In Progress,7.32,39.9,3.47
    TKT-1216,Sep,North Zone,Mobile,Billing Error,High,Escalated,9.94,41.12,4.06
    TKT-1217,Feb,South Zone,TV,Service Outage,Medium,SLA Breached,19.72,67.67,2.22
    TKT-1218,Jan,West Zone,TV,Billing Error,High,Escalated,17.73,28.75,3.58
    TKT-1219,Feb,Central Zone,Broadband,Billing Error,Medium,Escalated,11.46,44.82,3.56
    TKT-1220,Jun,Central Zone,Mobile,No Signal,Low,SLA Breached,17.01,49.86,3.4
    TKT-1221,Nov,South Zone,TV,Dropped Calls,High,SLA Breached,8.98,45.79,4.41
    TKT-1222,Jul,North Zone,Landline,Installation Delay,High,Escalated,16.52,74.56,3.46
    TKT-1223,Dec,South Zone,Mobile,Slow Internet,High,SLA Breached,13.06,33.24,4.38
    TKT-1224,Nov,Central Zone,Landline,No Signal,Medium,In Progress,5.2,23.79,4.79
    TKT-1225,Jul,South Zone,Mobile,No Signal,Medium,In Progress,12.69,49.99,2.76
    TKT-1226,Jan,West Zone,TV,Dropped Calls,Low,SLA Breached,19.98,79.34,2.68
    TKT-1227,Jan,South Zone,Landline,No Signal,Medium,In Progress,9.64,49.95,3.82
    TKT-1228,Jan,West Zone,Mobile,No Signal,Medium,In Progress,14.09,72.23,3.09
    TKT-1229,Dec,West Zone,Landline,No Signal,High,SLA Breached,10.25,51.63,3.44
    TKT-1230,Dec,Central Zone,Broadband,No Signal,Low,In Progress,6.02,52.2,3.47
    TKT-1231,Feb,West Zone,Landline,Installation Delay,Medium,SLA Breached,11.4,65.86,3.31
    TKT-1232,Dec,Central Zone,Landline,Slow Internet,High,SLA Breached,16.3,37.3,3.2
    TKT-1233,Jan,West Zone,Landline,Billing Error,Low,Resolved,14.99,35.68,3.92
    TKT-1234,Nov,South Zone,Landline,Billing Error,High,Escalated,12.21,44.61,3.09
    TKT-1235,Nov,Central Zone,Broadband,Billing Error,Low,Escalated,9.23,30.89,3.61
    TKT-1236,May,East Zone,Broadband,No Signal,Medium,SLA Breached,7.95,30.52,3.91
    TKT-1237,Dec,East Zone,Mobile,Installation Delay,Low,SLA Breached,10.78,57.76,3.03
    TKT-1238,May,West Zone,TV,Slow Internet,Medium,Escalated,17.06,66.66,3.2
    TKT-1239,May,North Zone,Broadband,Dropped Calls,Low,Escalated,12.36,24.21,3.42
    TKT-1240,Oct,Central Zone,Broadband,Service Outage,Medium,SLA Breached,10.27,60.87,3.38
    TKT-1241,Apr,South Zone,Broadband,Dropped Calls,High,Escalated,11.78,22.59,4.07
    TKT-1242,Mar,South Zone,Broadband,Slow Internet,Medium,In Progress,15.75,47.61,3.46
    TKT-1243,Aug,South Zone,Landline,Installation Delay,High,In Progress,12.15,60.33,3.43
    TKT-1244,Feb,West Zone,Mobile,Service Outage,High,Resolved,5.61,21.76,4.87
    TKT-1245,Jul,East Zone,Mobile,Service Outage,High,Resolved,15.64,54.95,3.0
    TKT-1246,Mar,Central Zone,Landline,Service Outage,Medium,SLA Breached,19.52,64.67,3.51
    TKT-1247,Jun,South Zone,Landline,No Signal,High,Resolved,10.87,33.98,4.19
    TKT-1248,Nov,South Zone,TV,Dropped Calls,Low,SLA Breached,12.55,51.76,4.04
    TKT-1249,May,North Zone,Broadband,Billing Error,High,In Progress,13.4,23.82,3.92
    TKT-1250,Sep,Central Zone,Mobile,Dropped Calls,High,In Progress,12.45,29.66,4.29
    TKT-1251,Aug,West Zone,Mobile,Service Outage,Low,Resolved,5.97,44.68,3.92
    TKT-1252,Oct,South Zone,Landline,Service Outage,Medium,SLA Breached,5.19,49.95,3.2
    TKT-1253,Aug,East Zone,Landline,Dropped Calls,High,Escalated,14.56,60.38,3.35
    TKT-1254,Jul,East Zone,Mobile,No Signal,Low,Escalated,16.9,72.65,3.0
    TKT-1255,Jan,Central Zone,Mobile,Slow Internet,High,Resolved,9.79,60.31,3.17
    TKT-1256,Dec,North Zone,TV,Billing Error,Medium,In Progress,7.62,60.06,3.34
    TKT-1257,Dec,West Zone,Broadband,Slow Internet,Medium,Resolved,6.13,63.3,3.42
    TKT-1258,Nov,West Zone,Landline,Installation Delay,Low,SLA Breached,14.4,56.3,3.41
    TKT-1259,Aug,West Zone,Broadband,Service Outage,Medium,In Progress,15.98,64.83,3.21
    TKT-1260,Aug,North Zone,Broadband,Dropped Calls,High,Resolved,13.56,49.91,3.37
    TKT-1261,Nov,Central Zone,Broadband,Slow Internet,Medium,Escalated,13.91,53.59,3.43
    TKT-1262,Apr,South Zone,Mobile,Service Outage,Medium,In Progress,16.95,30.09,3.58
    TKT-1263,Aug,North Zone,Mobile,Billing Error,Low,SLA Breached,10.85,64.03,3.45
    TKT-1264,Jul,East Zone,Mobile,Dropped Calls,Low,Resolved,8.69,47.54,3.64
    TKT-1265,Jul,South Zone,TV,Service Outage,High,Resolved,9.84,52.09,3.54
    TKT-1266,Jul,West Zone,TV,No Signal,High,Escalated,5.17,43.01,3.71
    TKT-1267,Jan,Central Zone,Broadband,Service Outage,Medium,Escalated,13.24,57.16,3.85
    TKT-1268,Apr,North Zone,Broadband,Billing Error,Medium,Resolved,14.66,41.3,3.11
    TKT-1269,Nov,North Zone,Broadband,Installation Delay,Low,Escalated,5.17,50.0,3.74
    TKT-1270,Feb,Central Zone,Broadband,No Signal,High,Resolved,8.06,35.08,4.06
    TKT-1271,Jul,West Zone,Landline,Billing Error,High,Resolved,16.86,45.56,3.58
    TKT-1272,Feb,West Zone,Broadband,Slow Internet,High,Escalated,14.45,41.48,3.56
    TKT-1273,Jan,North Zone,Landline,Slow Internet,Low,Resolved,13.69,38.02,3.89
    TKT-1274,Jan,North Zone,Broadband,Service Outage,Low,In Progress,6.56,57.21,3.79
    TKT-1275,Mar,South Zone,TV,No Signal,Low,SLA Breached,12.27,37.55,4.47
    TKT-1276,Apr,Central Zone,TV,Installation Delay,Medium,In Progress,10.46,62.12,3.34
    TKT-1277,Apr,South Zone,Broadband,Installation Delay,Medium,Resolved,15.54,57.24,3.82
    TKT-1278,Dec,North Zone,TV,Service Outage,Medium,Resolved,13.57,71.23,3.65
    TKT-1279,Feb,South Zone,Landline,No Signal,Medium,In Progress,9.73,48.51,3.92
    TKT-1280,Jul,East Zone,TV,Dropped Calls,Low,SLA Breached,16.05,34.95,3.82
    TKT-1281,Jun,South Zone,Mobile,Dropped Calls,Low,Escalated,6.98,61.31,3.77
    TKT-1282,Jun,East Zone,Landline,Installation Delay,Low,Escalated,15.84,36.07,3.15
    TKT-1283,Jul,Central Zone,Mobile,No Signal,High,Escalated,9.94,26.85,3.97
    TKT-1284,Mar,Central Zone,Landline,Billing Error,Medium,Resolved,12.32,57.43,3.44
    TKT-1285,May,North Zone,Landline,Billing Error,High,Escalated,17.21,53.19,3.21
    TKT-1286,Mar,South Zone,TV,Service Outage,Medium,SLA Breached,7.17,57.73,3.21
    TKT-1287,May,North Zone,Broadband,Billing Error,Low,In Progress,12.92,49.92,4.12
    TKT-1288,Aug,West Zone,TV,No Signal,Low,SLA Breached,8.76,38.65,4.05
    TKT-1289,Jan,Central Zone,Landline,Slow Internet,Medium,Resolved,15.79,55.04,3.18
    TKT-1290,Jan,North Zone,Landline,Dropped Calls,Low,In Progress,9.03,57.86,3.53
    TKT-1291,Jan,East Zone,Mobile,Installation Delay,High,Escalated,14.26,44.51,3.02
    TKT-1292,Mar,North Zone,Broadband,Dropped Calls,Medium,In Progress,16.77,36.04,3.54
    TKT-1293,Feb,South Zone,Landline,Slow Internet,High,SLA Breached,6.89,63.52,3.11
    TKT-1294,May,South Zone,Broadband,Service Outage,Medium,In Progress,16.54,44.97,3.1
    TKT-1295,Dec,East Zone,Broadband,Installation Delay,High,Escalated,7.58,31.13,4.4
    TKT-1296,May,West Zone,Mobile,No Signal,High,Resolved,14.02,51.32,3.72
    TKT-1297,Mar,Central Zone,Landline,No Signal,High,Resolved,11.12,26.82,3.64
    TKT-1298,Aug,East Zone,Broadband,Dropped Calls,High,Resolved,19.76,71.35,2.51
    TKT-1299,Apr,West Zone,TV,Billing Error,Medium,SLA Breached,12.21,32.51,3.8
    TKT-1300,Mar,North Zone,Mobile,Billing Error,Medium,SLA Breached,12.15,68.79,2.86
    TKT-1301,May,South Zone,TV,Service Outage,Medium,Escalated,10.63,32.71,3.5
    TKT-1302,Mar,East Zone,Landline,No Signal,Medium,SLA Breached,11.77,34.12,3.77
    TKT-1303,Jun,Central Zone,Landline,Service Outage,Medium,Escalated,10.89,35.46,3.92
    TKT-1304,Nov,West Zone,TV,Service Outage,Low,Resolved,6.81,21.74,3.91
    TKT-1305,Apr,West Zone,TV,No Signal,Medium,SLA Breached,10.51,21.45,4.12
    TKT-1306,May,West Zone,Landline,Installation Delay,High,In Progress,15.48,60.68,3.5
    TKT-1307,May,South Zone,TV,Billing Error,High,In Progress,9.03,45.75,3.89
    TKT-1308,Jul,West Zone,Broadband,Service Outage,Low,In Progress,8.63,27.08,3.77
    TKT-1309,Sep,West Zone,TV,Dropped Calls,Low,Escalated,15.31,56.97,3.6
    TKT-1310,Oct,South Zone,Mobile,Dropped Calls,Low,Escalated,8.37,22.2,4.5
    TKT-1311,Aug,North Zone,Landline,Billing Error,High,Escalated,19.95,74.61,2.37
    TKT-1312,Sep,South Zone,Broadband,Billing Error,High,In Progress,14.14,47.51,3.49
    TKT-1313,Apr,South Zone,Broadband,Dropped Calls,Medium,Escalated,13.07,51.32,3.42
    TKT-1314,Dec,West Zone,Broadband,Billing Error,High,Escalated,8.88,35.91,3.87
    TKT-1315,Aug,Central Zone,Mobile,Installation Delay,Medium,SLA Breached,18.21,48.07,3.54
    TKT-1316,Nov,North Zone,Broadband,Installation Delay,High,Escalated,17.08,45.57,3.77
    TKT-1317,Nov,Central Zone,TV,Billing Error,Medium,Escalated,18.27,59.08,3.49
    TKT-1318,Jan,East Zone,TV,Installation Delay,Medium,In Progress,17.15,61.93,3.2
    TKT-1319,Jan,East Zone,TV,Dropped Calls,High,Resolved,8.17,49.8,3.17
    TKT-1320,Nov,North Zone,Broadband,No Signal,Medium,SLA Breached,19.98,67.6,3.01
    TKT-1321,Jan,North Zone,Broadband,Service Outage,Low,SLA Breached,13.41,34.83,3.92
    TKT-1322,May,South Zone,Broadband,Billing Error,Low,SLA Breached,7.69,54.44,3.44
    TKT-1323,Oct,East Zone,TV,No Signal,High,In Progress,15.64,28.14,3.93
    TKT-1324,Oct,West Zone,Landline,Installation Delay,Low,SLA Breached,18.1,31.88,3.35
    TKT-1325,Oct,West Zone,TV,No Signal,Medium,Escalated,18.14,43.04,3.94
    TKT-1326,Oct,West Zone,TV,No Signal,High,In Progress,10.09,23.62,3.75
    TKT-1327,May,North Zone,TV,Service Outage,Low,Resolved,16.46,53.44,3.26
    TKT-1328,Mar,South Zone,TV,No Signal,Low,SLA Breached,5.17,30.78,4.55
    TKT-1329,Jan,North Zone,Broadband,Billing Error,High,Escalated,12.63,30.5,3.51
    TKT-1330,Oct,Central Zone,Landline,Dropped Calls,High,Escalated,16.55,33.63,3.38
    TKT-1331,Jun,Central Zone,TV,Dropped Calls,Low,In Progress,13.74,43.82,3.35
    TKT-1332,Oct,West Zone,Mobile,Dropped Calls,Medium,SLA Breached,7.83,52.89,3.87
    TKT-1333,Nov,North Zone,Landline,Dropped Calls,Medium,Resolved,15.45,33.68,3.71
    TKT-1334,Jun,South Zone,TV,Service Outage,Low,In Progress,12.14,24.37,4.34
    TKT-1335,Sep,South Zone,Mobile,Dropped Calls,Medium,SLA Breached,16.89,71.27,3.11
    TKT-1336,Aug,West Zone,Broadband,Billing Error,Medium,Resolved,17.38,42.62,3.94
    TKT-1337,Jan,South Zone,Mobile,Installation Delay,High,SLA Breached,16.03,50.38,4.03
    TKT-1338,Jun,Central Zone,Landline,Service Outage,High,Escalated,9.74,49.43,3.63
    TKT-1339,May,East Zone,Broadband,Slow Internet,Medium,Resolved,15.33,58.88,3.38
    TKT-1340,Jan,West Zone,Landline,Dropped Calls,Low,SLA Breached,5.65,33.07,4.08
    TKT-1341,Jun,West Zone,TV,Service Outage,High,Resolved,12.43,43.81,3.13
    TKT-1342,Dec,North Zone,Broadband,Service Outage,Medium,Escalated,6.33,46.78,3.87
    TKT-1343,Jun,East Zone,Broadband,Billing Error,Low,Escalated,12.98,26.77,3.63
    TKT-1344,Nov,West Zone,Mobile,Dropped Calls,Medium,Resolved,8.26,30.97,3.63
    TKT-1345,Dec,East Zone,Mobile,Dropped Calls,Medium,SLA Breached,11.97,70.92,3.36
    TKT-1346,Feb,South Zone,Mobile,Billing Error,High,Resolved,17.67,48.59,3.63
    TKT-1347,Mar,East Zone,Broadband,Service Outage,Low,Resolved,5.51,45.17,4.13
    TKT-1348,Jul,West Zone,Landline,Service Outage,Medium,SLA Breached,6.61,23.89,4.59
    TKT-1349,Jun,South Zone,Mobile,Billing Error,Low,Escalated,15.56,42.46,3.38
    TKT-1350,May,Central Zone,Broadband,Installation Delay,Medium,In Progress,15.46,54.8,3.37
    TKT-1351,Apr,North Zone,TV,Billing Error,High,In Progress,10.69,37.7,3.58
    TKT-1352,Aug,North Zone,TV,Installation Delay,High,Escalated,7.34,27.66,4.09
    TKT-1353,Dec,South Zone,Mobile,Slow Internet,Medium,In Progress,7.35,65.0,4.06
    TKT-1354,Nov,Central Zone,Broadband,Installation Delay,Medium,In Progress,6.03,41.57,4.3
    TKT-1355,Apr,Central Zone,Mobile,Installation Delay,Medium,SLA Breached,15.9,61.29,2.74
    TKT-1356,Jun,South Zone,TV,Dropped Calls,High,Resolved,17.42,28.55,3.62
    TKT-1357,Apr,South Zone,TV,Installation Delay,High,Resolved,8.69,63.86,3.37
    TKT-1358,Jun,South Zone,Broadband,Billing Error,High,In Progress,6.07,35.55,3.86
    TKT-1359,May,East Zone,Landline,No Signal,Low,In Progress,11.41,33.09,3.74
    TKT-1360,Feb,East Zone,Broadband,Installation Delay,Low,Resolved,19.05,29.98,3.29
    TKT-1361,Mar,South Zone,TV,Slow Internet,Medium,In Progress,6.98,35.8,3.73
    TKT-1362,Jan,Central Zone,TV,Dropped Calls,High,Resolved,9.31,27.4,3.88
    TKT-1363,Oct,Central Zone,Landline,Installation Delay,Low,In Progress,18.53,74.4,2.88
    TKT-1364,Sep,South Zone,Landline,No Signal,Low,Resolved,14.0,29.9,3.72
    TKT-1365,Oct,Central Zone,Landline,No Signal,High,SLA Breached,10.89,49.78,3.03
    TKT-1366,Nov,South Zone,Mobile,Dropped Calls,Medium,Escalated,12.7,52.06,3.45
    TKT-1367,Apr,South Zone,TV,Dropped Calls,High,SLA Breached,9.7,60.69,4.07
    TKT-1368,Feb,East Zone,Broadband,Installation Delay,High,Escalated,11.58,41.25,3.12
    TKT-1369,Feb,Central Zone,Mobile,No Signal,Low,SLA Breached,12.84,28.57,4.28
    TKT-1370,Jul,Central Zone,Landline,Billing Error,Low,Escalated,10.19,28.82,4.14
    TKT-1371,Dec,North Zone,Mobile,Installation Delay,High,In Progress,7.82,60.8,3.85
    TKT-1372,Feb,Central Zone,Mobile,Dropped Calls,Low,SLA Breached,6.1,47.56,4.13
    TKT-1373,Dec,Central Zone,Broadband,Installation Delay,Medium,SLA Breached,16.04,32.95,3.82
    TKT-1374,Dec,West Zone,Landline,No Signal,Low,Escalated,12.04,61.19,3.54
    TKT-1375,Jun,East Zone,Mobile,No Signal,High,Resolved,9.68,51.57,3.52
    TKT-1376,Oct,Central Zone,Broadband,Billing Error,High,In Progress,6.6,41.19,3.73
    TKT-1377,Dec,East Zone,Landline,Service Outage,Low,In Progress,6.19,19.68,4.2
    TKT-1378,Nov,North Zone,Landline,Slow Internet,Low,In Progress,10.33,61.35,3.41
    TKT-1379,Jun,Central Zone,Landline,No Signal,Medium,Resolved,10.08,28.86,3.61
    TKT-1380,Feb,West Zone,Broadband,Billing Error,Low,SLA Breached,10.48,40.12,3.92
    TKT-1381,Oct,West Zone,Broadband,Slow Internet,Medium,SLA Breached,14.88,57.24,3.28
    TKT-1382,Feb,Central Zone,Broadband,Service Outage,Medium,SLA Breached,18.89,61.16,3.08
    TKT-1383,Mar,West Zone,Broadband,Service Outage,High,In Progress,19.57,52.89,3.33
    TKT-1384,Mar,South Zone,Broadband,Billing Error,Medium,Escalated,8.89,51.96,4.22
    TKT-1385,Feb,East Zone,Landline,Installation Delay,High,Escalated,16.47,27.58,4.25
    TKT-1386,Oct,Central Zone,Mobile,Service Outage,Low,Escalated,19.7,73.81,2.78
    TKT-1387,Oct,West Zone,Broadband,Slow Internet,Medium,SLA Breached,8.74,54.68,3.42
    TKT-1388,Apr,Central Zone,Broadband,Slow Internet,Medium,SLA Breached,17.17,70.12,2.92
    TKT-1389,Oct,West Zone,Mobile,Dropped Calls,Low,SLA Breached,16.85,67.61,2.97
    TKT-1390,Sep,South Zone,Landline,Slow Internet,Medium,In Progress,5.84,44.54,4.18
    TKT-1391,Jun,Central Zone,Mobile,Installation Delay,Low,Resolved,7.32,37.34,3.74
    TKT-1392,Jun,West Zone,Mobile,Service Outage,Low,Resolved,14.66,41.41,4.18
    TKT-1393,Jul,Central Zone,Broadband,No Signal,Medium,In Progress,15.68,54.67,3.47
    TKT-1394,Jul,North Zone,Landline,Installation Delay,Low,Resolved,16.02,54.75,3.51
    TKT-1395,Aug,South Zone,Mobile,Service Outage,High,SLA Breached,5.82,49.49,3.85
    TKT-1396,Jul,Central Zone,Landline,Service Outage,Medium,Escalated,15.78,62.26,3.13
    TKT-1397,Oct,Central Zone,Broadband,Installation Delay,High,Resolved,16.14,46.86,4.16
    TKT-1398,Oct,North Zone,Landline,Service Outage,Low,In Progress,18.65,60.18,3.29
    TKT-1399,Apr,North Zone,Landline,Service Outage,Low,In Progress,11.77,68.69,3.35
    TKT-1400,Nov,South Zone,Landline,Dropped Calls,High,Resolved,14.07,54.77,3.49
    TKT-1401,Oct,East Zone,TV,Billing Error,Medium,Escalated,15.3,64.12,2.97
    TKT-1402,Jul,South Zone,TV,Billing Error,Low,Escalated,6.63,40.27,4.54
    TKT-1403,Jul,Central Zone,Mobile,Slow Internet,High,SLA Breached,5.18,48.25,4.24
    TKT-1404,May,West Zone,Mobile,Installation Delay,Medium,In Progress,13.54,69.95,3.41
    TKT-1405,Mar,South Zone,Landline,Installation Delay,Low,In Progress,15.85,65.93,2.91
    TKT-1406,Oct,South Zone,Landline,Service Outage,High,Resolved,14.0,32.88,3.54
    TKT-1407,May,South Zone,TV,Installation Delay,Low,Escalated,19.35,32.37,3.89
    TKT-1408,Mar,South Zone,Broadband,Service Outage,Low,Escalated,14.51,42.21,3.64
    TKT-1409,Apr,West Zone,Mobile,Slow Internet,Low,In Progress,13.37,39.61,3.73
    TKT-1410,Jan,South Zone,TV,Dropped Calls,Medium,SLA Breached,17.53,34.9,3.15
    TKT-1411,Sep,South Zone,Broadband,Dropped Calls,High,SLA Breached,15.3,62.43,3.07
    TKT-1412,Mar,West Zone,Landline,Slow Internet,Low,In Progress,15.94,72.33,3.05
    TKT-1413,Nov,South Zone,TV,No Signal,Medium,SLA Breached,8.6,23.64,4.4
    TKT-1414,Aug,West Zone,Landline,Installation Delay,Low,Escalated,15.54,39.49,3.73
    TKT-1415,Dec,East Zone,TV,Service Outage,High,Resolved,19.77,73.66,2.69
    TKT-1416,Dec,East Zone,TV,Dropped Calls,High,SLA Breached,13.44,28.43,3.63
    TKT-1417,Jan,West Zone,Broadband,No Signal,Medium,In Progress,14.35,47.81,3.58
    TKT-1418,Jul,West Zone,TV,Billing Error,High,SLA Breached,18.27,63.25,3.29
    TKT-1419,Jul,Central Zone,Landline,Billing Error,Medium,In Progress,11.71,60.47,4.0
    TKT-1420,Sep,South Zone,Landline,Dropped Calls,Medium,SLA Breached,15.54,48.18,3.33
    TKT-1421,Jun,West Zone,Broadband,Billing Error,Medium,Escalated,18.41,75.23,2.67
    TKT-1422,Apr,East Zone,TV,Billing Error,Medium,Escalated,13.67,36.63,3.36
    TKT-1423,Feb,South Zone,Landline,Slow Internet,Low,SLA Breached,12.46,24.06,3.52
    TKT-1424,Feb,West Zone,TV,Service Outage,High,SLA Breached,8.32,26.39,3.91
    TKT-1425,Dec,West Zone,Broadband,No Signal,Medium,SLA Breached,10.74,50.2,3.91
    TKT-1426,Jan,South Zone,Landline,Installation Delay,High,Escalated,10.07,55.22,3.33
    TKT-1427,Jun,West Zone,TV,Slow Internet,Low,Escalated,14.5,47.62,4.0
